,carat,cut,color,clarity,depth,table,x,y,z,color_n,price_predicted
4076,2.01,3-Very Good,3-H,1-I1,58.1,63.0,8.3,8.19,4.79,2,4506.192673412539
4077,0.92,1-Fair,6-E,3-SI1,65.6,57.0,6.1,6.07,3.99,5,3287.25895224646
4078,0.8,5-Ideal,4-G,4-VS2,62.2,56.0,5.94,5.87,3.67,3,4099.881433023846
4079,1.42,4-Premium,5-F,2-SI2,59.7,57.0,7.33,7.3,4.37,4,3693.570192635153
4080,0.46,3-Very Good,5-F,2-SI2,61.5,56.0,4.98,5.01,3.07,4,3693.570192635153
4081,0.38,5-Ideal,5-F,4-VS2,61.2,57.0,4.64,4.67,2.85,4,3693.570192635153
4082,0.93,4-Premium,3-H,4-VS2,60.3,61.0,6.39,6.25,3.81,2,4506.192673412539
4083,1.2,3-Very Good,2-I,4-VS2,61.7,59.0,6.83,6.88,4.23,1,4912.503913801233
4084,0.82,3-Very Good,4-G,3-SI1,63.4,55.0,6.0,5.93,3.78,3,4099.881433023846
4085,0.54,4-Premium,6-E,3-SI1,62.2,58.0,5.26,5.23,3.26,5,3287.25895224646
4086,1.02,3-Very Good,2-I,4-VS2,59.3,59.0,6.57,6.62,3.91,1,4912.503913801233
4087,0.4,5-Ideal,5-F,4-VS2,60.6,55.0,4.82,4.78,2.91,4,3693.570192635153
4088,0.31,3-Very Good,2-I,4-VS2,60.7,61.0,4.32,4.34,2.63,1,4912.503913801233
4089,0.72,5-Ideal,4-G,5-VS1,61.2,57.0,5.76,5.79,3.53,3,4099.881433023846
4090,1.71,3-Very Good,3-H,5-VS1,62.0,56.0,7.64,7.68,4.75,2,4506.192673412539
4091,1.61,3-Very Good,6-E,3-SI1,62.3,57.0,7.43,7.47,4.64,5,3287.25895224646
4092,0.52,5-Ideal,4-G,2-SI2,61.6,55.0,5.16,5.19,3.19,3,4099.881433023846
4093,0.5,5-Ideal,5-F,6-VVS2,62.1,58.0,5.07,5.11,3.16,4,3693.570192635153
4094,0.72,4-Premium,3-H,3-SI1,62.5,57.0,5.73,5.67,3.56,2,4506.192673412539
4095,0.46,3-Very Good,6-E,3-SI1,59.3,63.0,5.09,5.02,3.0,5,3287.25895224646
4096,1.2,5-Ideal,3-H,5-VS1,61.9,57.0,6.77,6.73,4.18,2,4506.192673412539
4097,0.3,3-Very Good,7-D,3-SI1,63.4,54.0,4.31,4.27,2.72,6,2880.947711857767
4098,0.41,2-Good,5-F,3-SI1,63.9,56.0,4.68,4.74,3.01,4,3693.570192635153
4099,1.51,4-Premium,3-H,3-SI1,58.0,59.0,7.57,7.54,4.38,2,4506.192673412539
4100,0.53,5-Ideal,7-D,3-SI1,61.6,56.0,5.2,5.23,3.21,6,2880.947711857767
4101,0.54,5-Ideal,7-D,3-SI1,61.5,56.0,5.23,5.25,3.22,6,2880.947711857767
4102,0.9,3-Very Good,4-G,4-VS2,62.4,61.0,6.13,6.17,3.84,3,4099.881433023846
4103,1.05,5-Ideal,6-E,6-VVS2,62.4,56.0,6.49,6.52,4.06,5,3287.25895224646
4104,1.02,5-Ideal,5-F,2-SI2,61.4,56.0,6.5,6.47,3.98,4,3693.570192635153
4105,1.15,4-Premium,4-G,2-SI2,62.7,58.0,6.71,6.69,4.2,3,4099.881433023846
4106,0.86,1-Fair,4-G,5-VS1,64.6,58.8,5.95,6.04,3.87,3,4099.881433023846
4107,0.54,5-Ideal,4-G,5-VS1,61.3,57.0,5.25,5.28,3.23,3,4099.881433023846
4108,1.27,5-Ideal,1-J,2-SI2,61.2,56.0,6.99,6.95,4.27,0,5318.815154189925
4109,0.7,3-Very Good,4-G,4-VS2,63.3,56.0,5.59,5.66,3.56,3,4099.881433023846
4110,0.91,2-Good,3-H,6-VVS2,65.5,57.0,6.01,6.11,3.97,2,4506.192673412539
4111,0.39,5-Ideal,6-E,5-VS1,62.3,57.0,4.67,4.64,2.9,5,3287.25895224646
4112,0.41,4-Premium,5-F,6-VVS2,62.4,58.0,4.76,4.7,2.95,4,3693.570192635153
4113,0.38,4-Premium,6-E,5-VS1,60.7,59.0,4.65,4.7,2.84,5,3287.25895224646
4114,1.1,3-Very Good,7-D,2-SI2,61.1,58.0,6.61,6.69,4.06,6,2880.947711857767
4115,0.5,2-Good,3-H,7-VVS1,63.5,58.0,4.98,5.03,3.18,2,4506.192673412539
4116,0.24,3-Very Good,6-E,6-VVS2,62.1,59.0,3.95,4.0,2.47,5,3287.25895224646
4117,1.0,2-Good,7-D,8-IF,63.3,59.0,6.33,6.37,4.02,6,2880.947711857767
4118,1.88,3-Very Good,2-I,4-VS2,62.2,57.0,7.79,7.86,4.87,1,4912.503913801233
4119,1.53,4-Premium,1-J,7-VVS1,61.6,58.0,7.4,7.37,4.55,0,5318.815154189925
4120,2.11,4-Premium,1-J,2-SI2,60.7,60.0,8.27,8.2,5.0,0,5318.815154189925
4121,0.79,5-Ideal,4-G,3-SI1,61.1,57.0,5.98,5.93,3.64,3,4099.881433023846
4122,1.0,5-Ideal,4-G,3-SI1,62.4,56.0,6.41,6.34,3.98,3,4099.881433023846
4123,0.31,5-Ideal,7-D,3-SI1,62.7,56.0,4.32,4.36,2.72,6,2880.947711857767
4124,0.4,3-Very Good,6-E,7-VVS1,61.2,61.0,4.7,4.74,2.89,5,3287.25895224646
4125,1.07,5-Ideal,4-G,2-SI2,61.1,57.0,6.61,6.65,4.05,3,4099.881433023846
4126,0.3,4-Premium,3-H,5-VS1,62.3,58.0,4.26,4.28,2.66,2,4506.192673412539
4127,1.01,4-Premium,7-D,2-SI2,58.0,60.0,6.58,6.53,3.8,6,2880.947711857767
4128,0.71,3-Very Good,3-H,2-SI2,61.8,58.0,5.67,5.73,3.52,2,4506.192673412539
4129,0.51,4-Premium,4-G,2-SI2,60.8,59.0,5.2,5.19,3.16,3,4099.881433023846
4130,0.3,2-Good,4-G,6-VVS2,63.2,57.0,4.23,4.28,2.69,3,4099.881433023846
4131,0.75,5-Ideal,6-E,4-VS2,62.0,56.0,5.82,5.85,3.62,5,3287.25895224646
4132,0.62,3-Very Good,6-E,5-VS1,60.1,56.0,5.56,5.58,3.35,5,3287.25895224646
4133,0.41,2-Good,6-E,3-SI1,63.9,58.0,4.72,4.7,3.01,5,3287.25895224646
4134,0.38,3-Very Good,3-H,5-VS1,61.3,54.0,4.68,4.7,2.88,2,4506.192673412539
4135,1.4,4-Premium,7-D,5-VS1,62.8,58.0,7.17,7.07,4.47,6,2880.947711857767
4136,0.32,4-Premium,2-I,4-VS2,62.2,59.0,4.35,4.37,2.71,1,4912.503913801233
4137,0.91,4-Premium,3-H,4-VS2,61.8,60.0,6.22,6.18,3.83,2,4506.192673412539
4138,0.4,4-Premium,6-E,7-VVS1,61.4,59.0,4.68,4.74,2.89,5,3287.25895224646
4139,1.52,3-Very Good,7-D,2-SI2,59.1,58.0,7.45,7.48,4.41,6,2880.947711857767
4140,1.03,4-Premium,6-E,2-SI2,62.0,59.0,6.42,6.49,4.0,5,3287.25895224646
4141,0.57,3-Very Good,6-E,2-SI2,58.8,57.3,5.42,5.46,3.21,5,3287.25895224646
4142,0.59,3-Very Good,6-E,4-VS2,61.7,60.0,5.36,5.4,3.32,5,3287.25895224646
4143,1.0,1-Fair,6-E,3-SI1,58.1,63.0,6.6,6.52,3.81,5,3287.25895224646
4144,1.01,4-Premium,3-H,4-VS2,61.6,59.0,6.45,6.47,3.98,2,4506.192673412539
4145,1.0,5-Ideal,5-F,6-VVS2,59.7,60.0,6.48,6.52,3.88,4,3693.570192635153
4146,0.41,3-Very Good,5-F,2-SI2,60.8,58.0,4.78,4.83,2.92,4,3693.570192635153
4147,1.12,3-Very Good,4-G,1-I1,61.2,63.0,6.68,6.59,4.05,3,4099.881433023846
4148,0.5,2-Good,7-D,3-SI1,63.6,54.0,5.02,5.08,3.21,6,2880.947711857767
4149,1.0,4-Premium,6-E,3-SI1,61.7,58.0,6.42,6.35,3.94,5,3287.25895224646
4150,0.81,3-Very Good,4-G,5-VS1,62.6,55.0,5.92,5.97,3.72,3,4099.881433023846
4151,1.31,5-Ideal,5-F,2-SI2,62.7,57.0,7.05,6.98,4.4,4,3693.570192635153
4152,1.43,3-Very Good,4-G,4-VS2,62.2,58.0,7.15,7.18,4.46,3,4099.881433023846
4153,0.54,3-Very Good,3-H,4-VS2,63.2,55.0,5.24,5.2,3.3,2,4506.192673412539
4154,0.39,2-Good,4-G,4-VS2,63.8,59.0,4.66,4.59,2.95,3,4099.881433023846
4155,0.25,5-Ideal,4-G,6-VVS2,62.1,57.0,4.01,4.07,2.5,3,4099.881433023846
4156,0.31,5-Ideal,7-D,3-SI1,62.4,53.0,4.33,4.35,2.71,6,2880.947711857767
4157,0.32,5-Ideal,5-F,6-VVS2,61.2,57.0,4.43,4.4,2.7,4,3693.570192635153
4158,0.64,5-Ideal,7-D,5-VS1,61.5,56.0,5.54,5.55,3.41,6,2880.947711857767
4159,1.04,4-Premium,3-H,7-VVS1,60.4,58.0,6.58,6.53,3.96,2,4506.192673412539
4160,0.37,5-Ideal,3-H,4-VS2,61.7,55.0,4.64,4.67,2.87,2,4506.192673412539
4161,0.7,4-Premium,4-G,2-SI2,60.0,60.0,5.69,5.65,3.51,3,4099.881433023846
4162,1.7,3-Very Good,2-I,3-SI1,61.9,62.0,7.52,7.58,4.67,1,4912.503913801233
4163,1.02,4-Premium,4-G,6-VVS2,62.2,60.0,6.39,6.43,3.99,3,4099.881433023846
4164,0.7,3-Very Good,2-I,5-VS1,63.1,54.0,5.61,5.67,3.56,1,4912.503913801233
4165,1.53,3-Very Good,4-G,6-VVS2,62.5,57.0,7.33,7.38,4.6,3,4099.881433023846
4166,0.95,2-Good,7-D,2-SI2,56.5,61.0,6.53,6.5,3.68,6,2880.947711857767
4167,0.5,5-Ideal,7-D,4-VS2,61.7,56.0,5.12,5.14,3.16,6,2880.947711857767
4168,0.7,5-Ideal,6-E,4-VS2,62.2,55.0,5.64,5.67,3.52,5,3287.25895224646
4169,2.52,4-Premium,2-I,3-SI1,58.5,59.0,8.9,8.87,5.2,1,4912.503913801233
4170,0.36,4-Premium,4-G,2-SI2,59.3,59.0,4.66,4.62,2.75,3,4099.881433023846
4171,0.34,3-Very Good,5-F,2-SI2,63.5,56.0,4.48,4.44,2.83,4,3693.570192635153
4172,0.51,3-Very Good,6-E,2-SI2,58.3,61.9,5.19,5.2,3.04,5,3287.25895224646
4173,0.56,5-Ideal,6-E,5-VS1,60.8,55.0,5.37,5.32,3.25,5,3287.25895224646
4174,1.13,4-Premium,4-G,5-VS1,61.6,58.0,6.76,6.68,4.14,3,4099.881433023846
4175,2.09,3-Very Good,5-F,2-SI2,62.7,61.0,8.07,8.14,5.08,4,3693.570192635153
4176,1.51,5-Ideal,3-H,4-VS2,61.9,59.0,7.29,7.34,4.53,2,4506.192673412539
4177,0.34,5-Ideal,5-F,7-VVS1,61.4,57.0,4.5,4.53,2.77,4,3693.570192635153
4178,1.01,2-Good,1-J,3-SI1,58.8,57.0,6.57,6.63,3.88,0,5318.815154189925
4179,1.14,5-Ideal,3-H,6-VVS2,61.9,56.0,6.69,6.72,4.15,2,4506.192673412539
4180,1.01,2-Good,3-H,3-SI1,63.1,60.0,6.37,6.41,4.03,2,4506.192673412539
4181,0.71,2-Good,2-I,5-VS1,59.1,63.4,5.76,5.81,3.42,1,4912.503913801233
4182,0.36,4-Premium,4-G,8-IF,62.5,60.0,4.49,4.53,2.82,3,4099.881433023846
4183,1.2,4-Premium,3-H,2-SI2,62.5,58.0,6.74,6.69,4.2,2,4506.192673412539
4184,0.52,5-Ideal,3-H,4-VS2,61.7,54.0,5.18,5.22,3.21,2,4506.192673412539
4185,0.63,4-Premium,2-I,5-VS1,62.0,58.0,5.52,5.45,3.4,1,4912.503913801233
4186,1.01,4-Premium,5-F,3-SI1,62.2,59.0,6.41,6.36,3.97,4,3693.570192635153
4187,0.41,3-Very Good,6-E,2-SI2,63.2,58.0,4.72,4.68,2.97,5,3287.25895224646
4188,0.52,2-Good,2-I,3-SI1,63.6,60.0,5.1,5.05,3.23,1,4912.503913801233
4189,0.31,5-Ideal,2-I,2-SI2,62.0,54.1,4.32,4.35,2.69,1,4912.503913801233
4190,1.5,4-Premium,3-H,1-I1,62.9,60.0,7.31,7.22,4.57,2,4506.192673412539
4191,1.02,2-Good,3-H,2-SI2,60.3,63.0,6.45,6.49,3.9,2,4506.192673412539
4192,0.25,4-Premium,3-H,7-VVS1,60.1,62.0,4.11,4.08,2.46,2,4506.192673412539
4193,0.31,2-Good,3-H,7-VVS1,63.7,56.0,4.33,4.3,2.75,2,4506.192673412539
4194,0.26,5-Ideal,3-H,6-VVS2,61.8,55.7,4.08,4.1,2.53,2,4506.192673412539
4195,0.73,3-Very Good,7-D,4-VS2,63.5,58.0,5.68,5.72,3.62,6,2880.947711857767
4196,1.51,2-Good,2-I,5-VS1,63.6,57.0,7.14,7.21,4.56,1,4912.503913801233
4197,0.72,3-Very Good,6-E,2-SI2,61.4,58.0,5.76,5.8,3.55,5,3287.25895224646
4198,0.31,2-Good,4-G,4-VS2,64.4,54.0,4.24,4.29,2.75,3,4099.881433023846
4199,1.01,5-Ideal,5-F,5-VS1,61.7,56.0,6.48,6.45,3.99,4,3693.570192635153
4200,1.0,4-Premium,7-D,5-VS1,62.7,54.0,6.38,6.35,3.99,6,2880.947711857767
4201,1.12,3-Very Good,2-I,4-VS2,62.9,55.9,6.59,6.62,4.16,1,4912.503913801233
4202,1.14,3-Very Good,5-F,7-VVS1,62.2,55.9,6.67,6.69,4.16,4,3693.570192635153
4203,0.75,5-Ideal,4-G,2-SI2,62.5,55.0,5.82,5.77,3.62,3,4099.881433023846
4204,0.54,4-Premium,3-H,7-VVS1,62.0,57.0,5.25,5.2,3.24,2,4506.192673412539
4205,1.55,4-Premium,3-H,4-VS2,61.7,59.0,7.44,7.4,4.58,2,4506.192673412539
4206,0.32,5-Ideal,7-D,2-SI2,61.1,56.0,4.41,4.39,2.69,6,2880.947711857767
4207,1.01,4-Premium,4-G,6-VVS2,61.9,59.0,6.41,6.45,3.98,3,4099.881433023846
4208,0.3,5-Ideal,6-E,6-VVS2,62.2,57.0,4.28,4.31,2.67,5,3287.25895224646
4209,0.4,3-Very Good,7-D,4-VS2,63.6,55.0,4.68,4.72,2.99,6,2880.947711857767
4210,1.12,5-Ideal,3-H,5-VS1,60.9,57.0,6.71,6.73,4.09,2,4506.192673412539
4211,0.41,5-Ideal,3-H,5-VS1,61.8,56.0,4.78,4.73,2.94,2,4506.192673412539
4212,1.15,5-Ideal,3-H,3-SI1,61.9,55.0,6.74,6.77,4.18,2,4506.192673412539
4213,1.04,5-Ideal,6-E,6-VVS2,61.0,57.0,6.61,6.57,4.02,5,3287.25895224646
4214,2.02,1-Fair,4-G,1-I1,65.6,57.0,7.87,7.8,5.15,3,4099.881433023846
4215,1.11,5-Ideal,5-F,7-VVS1,59.7,58.0,6.7,6.74,4.01,4,3693.570192635153
4216,0.62,4-Premium,4-G,6-VVS2,59.2,59.0,5.58,5.56,3.3,3,4099.881433023846
4217,0.31,5-Ideal,2-I,5-VS1,61.9,54.0,4.34,4.38,2.7,1,4912.503913801233
4218,0.9,2-Good,4-G,2-SI2,63.8,56.0,6.16,6.13,3.92,3,4099.881433023846
4219,0.44,4-Premium,6-E,6-VVS2,60.0,59.0,4.95,4.99,2.98,5,3287.25895224646
4220,0.91,3-Very Good,2-I,2-SI2,62.8,61.0,6.15,6.18,3.87,1,4912.503913801233
4221,0.73,4-Premium,6-E,4-VS2,61.6,59.0,5.77,5.73,3.54,5,3287.25895224646
4222,1.5,2-Good,3-H,4-VS2,63.6,58.0,7.22,7.27,4.61,2,4506.192673412539
4223,0.5,4-Premium,4-G,6-VVS2,59.6,60.0,5.18,5.15,3.08,3,4099.881433023846
4224,0.57,4-Premium,7-D,4-VS2,61.7,60.0,5.32,5.28,3.27,6,2880.947711857767
4225,0.54,5-Ideal,7-D,4-VS2,61.9,55.0,5.24,5.23,3.24,6,2880.947711857767
4226,1.02,5-Ideal,3-H,4-VS2,60.4,57.0,6.58,6.54,3.96,2,4506.192673412539
4227,0.31,2-Good,6-E,8-IF,64.2,60.0,4.22,4.28,2.73,5,3287.25895224646
4228,0.34,5-Ideal,6-E,2-SI2,62.9,56.0,4.48,4.45,2.81,5,3287.25895224646
4229,0.5,5-Ideal,5-F,2-SI2,61.7,55.0,5.13,5.15,3.17,4,3693.570192635153
4230,0.3,5-Ideal,4-G,2-SI2,62.1,58.0,4.27,4.3,2.66,3,4099.881433023846
4231,0.4,5-Ideal,5-F,3-SI1,61.6,55.0,4.72,4.76,2.92,4,3693.570192635153
4232,0.7,3-Very Good,4-G,3-SI1,63.3,61.0,5.6,5.55,3.53,3,4099.881433023846
4233,0.31,2-Good,7-D,3-SI1,63.5,56.0,4.29,4.31,2.73,6,2880.947711857767
4234,1.21,2-Good,4-G,3-SI1,63.8,58.0,6.75,6.64,4.27,3,4099.881433023846
4235,0.82,3-Very Good,6-E,4-VS2,62.8,59.0,5.92,5.93,3.72,5,3287.25895224646
4236,0.5,1-Fair,4-G,5-VS1,64.9,57.0,4.98,4.94,3.22,3,4099.881433023846
4237,1.04,3-Very Good,6-E,3-SI1,62.8,59.0,6.46,6.41,4.04,5,3287.25895224646
4238,1.31,4-Premium,3-H,2-SI2,60.8,58.0,7.13,7.08,4.32,2,4506.192673412539
4239,2.07,3-Very Good,3-H,3-SI1,62.1,59.0,8.15,8.2,5.08,2,4506.192673412539
4240,2.01,3-Very Good,2-I,4-VS2,62.4,58.0,8.06,7.99,5.01,1,4912.503913801233
4241,1.06,5-Ideal,3-H,4-VS2,61.2,55.0,6.57,6.61,4.03,2,4506.192673412539
4242,0.9,4-Premium,5-F,4-VS2,61.9,55.0,6.25,6.23,3.86,4,3693.570192635153
4243,1.02,5-Ideal,4-G,2-SI2,62.4,54.0,6.39,6.47,4.02,3,4099.881433023846
4244,0.71,4-Premium,6-E,4-VS2,61.0,60.0,5.76,5.69,3.49,5,3287.25895224646
4245,0.5,5-Ideal,6-E,3-SI1,63.0,56.0,5.13,5.06,3.21,5,3287.25895224646
4246,0.54,4-Premium,3-H,5-VS1,62.6,59.0,5.22,5.19,3.26,2,4506.192673412539
4247,1.12,5-Ideal,7-D,3-SI1,60.5,56.0,6.75,6.78,4.09,6,2880.947711857767
4248,0.31,5-Ideal,2-I,3-SI1,61.3,55.0,4.39,4.42,2.7,1,4912.503913801233
4249,2.13,4-Premium,1-J,2-SI2,62.6,58.0,8.21,8.18,5.13,0,5318.815154189925
4250,1.74,5-Ideal,6-E,3-SI1,62.2,56.0,7.72,7.67,4.79,5,3287.25895224646
4251,0.62,1-Fair,5-F,3-SI1,55.1,66.0,5.85,5.7,3.18,4,3693.570192635153
4252,0.8,4-Premium,6-E,3-SI1,62.9,60.0,5.89,5.87,3.7,5,3287.25895224646
4253,0.5,3-Very Good,5-F,5-VS1,61.9,62.0,5.02,5.06,3.12,4,3693.570192635153
4254,0.32,3-Very Good,6-E,7-VVS1,60.9,58.0,4.49,4.45,2.72,5,3287.25895224646
4255,1.07,5-Ideal,6-E,2-SI2,62.4,60.0,6.49,6.52,4.06,5,3287.25895224646
4256,2.5,1-Fair,3-H,2-SI2,64.9,58.0,8.46,8.43,5.48,2,4506.192673412539
4257,0.31,5-Ideal,7-D,4-VS2,61.2,55.0,4.38,4.35,2.67,6,2880.947711857767
4258,0.37,5-Ideal,1-J,8-IF,61.9,54.0,4.63,4.68,2.88,0,5318.815154189925
4259,1.3,4-Premium,5-F,5-VS1,61.0,59.0,7.05,7.08,4.31,4,3693.570192635153
4260,1.02,4-Premium,6-E,3-SI1,62.8,58.0,6.45,6.39,4.03,5,3287.25895224646
4261,0.36,5-Ideal,4-G,3-SI1,61.1,55.0,4.58,4.62,2.81,3,4099.881433023846
4262,1.14,4-Premium,7-D,2-SI2,59.2,61.0,6.84,6.82,4.04,6,2880.947711857767
4263,0.7,3-Very Good,6-E,2-SI2,63.2,61.0,5.62,5.59,3.54,5,3287.25895224646
4264,0.3,4-Premium,6-E,4-VS2,61.8,58.0,4.28,4.26,2.64,5,3287.25895224646
4265,0.71,5-Ideal,7-D,2-SI2,61.0,56.0,5.77,5.8,3.53,6,2880.947711857767
4266,0.4,4-Premium,5-F,7-VVS1,61.1,59.0,4.75,4.78,2.91,4,3693.570192635153
4267,1.18,4-Premium,2-I,2-SI2,60.8,58.0,6.84,6.78,4.14,1,4912.503913801233
4268,0.34,5-Ideal,6-E,7-VVS1,62.2,56.0,4.46,4.44,2.77,5,3287.25895224646
4269,1.5,4-Premium,4-G,3-SI1,62.3,58.0,7.33,7.27,4.55,3,4099.881433023846
4270,0.72,3-Very Good,5-F,2-SI2,58.5,60.0,5.86,5.93,3.45,4,3693.570192635153
4271,1.03,5-Ideal,6-E,6-VVS2,60.6,59.0,6.5,6.53,3.95,5,3287.25895224646
4272,0.28,3-Very Good,2-I,4-VS2,61.9,57.0,4.16,4.19,2.58,1,4912.503913801233
4273,0.31,5-Ideal,1-J,3-SI1,62.4,53.0,4.38,4.4,2.74,0,5318.815154189925
4274,1.02,3-Very Good,7-D,2-SI2,62.7,59.0,6.36,6.44,4.01,6,2880.947711857767
4275,0.7,2-Good,2-I,2-SI2,63.5,56.0,5.59,5.63,3.56,1,4912.503913801233
4276,1.34,3-Very Good,6-E,2-SI2,62.1,63.0,7.06,7.01,4.37,5,3287.25895224646
4277,2.07,3-Very Good,1-J,4-VS2,61.3,56.0,8.16,8.2,5.02,0,5318.815154189925
4278,0.74,1-Fair,4-G,3-SI1,64.8,59.0,5.63,5.6,3.64,3,4099.881433023846
4279,0.58,5-Ideal,6-E,2-SI2,61.4,57.1,5.36,5.38,3.3,5,3287.25895224646
4280,0.31,5-Ideal,7-D,5-VS1,60.5,57.0,4.39,4.41,2.66,6,2880.947711857767
4281,0.54,5-Ideal,4-G,6-VVS2,62.6,57.0,5.19,5.23,3.26,3,4099.881433023846
4282,1.01,4-Premium,5-F,5-VS1,62.5,58.0,6.42,6.37,4.0,4,3693.570192635153
4283,1.29,5-Ideal,4-G,6-VVS2,62.4,57.0,6.97,6.94,4.34,3,4099.881433023846
4284,1.01,3-Very Good,3-H,3-SI1,61.9,59.0,6.4,6.43,3.97,2,4506.192673412539
4285,1.14,5-Ideal,3-H,3-SI1,62.3,56.0,6.69,6.77,4.19,2,4506.192673412539
4286,0.3,5-Ideal,6-E,7-VVS1,62.5,56.0,4.28,4.3,2.68,5,3287.25895224646
4287,1.33,5-Ideal,3-H,3-SI1,62.7,56.0,7.04,6.99,4.4,2,4506.192673412539
4288,0.35,4-Premium,3-H,3-SI1,60.0,61.0,4.6,4.57,2.75,2,4506.192673412539
4289,0.77,3-Very Good,1-J,7-VVS1,62.8,58.0,5.78,5.84,3.65,0,5318.815154189925
4290,0.41,2-Good,2-I,3-SI1,63.8,57.0,4.7,4.67,2.99,1,4912.503913801233
4291,1.02,2-Good,7-D,3-SI1,63.3,58.0,6.35,6.39,4.03,6,2880.947711857767
4292,0.78,3-Very Good,1-J,4-VS2,63.0,58.0,5.84,5.87,3.69,0,5318.815154189925
4293,0.38,5-Ideal,6-E,6-VVS2,62.4,56.0,4.63,4.69,2.91,5,3287.25895224646
4294,1.06,3-Very Good,5-F,3-SI1,61.2,57.0,6.58,6.68,4.06,4,3693.570192635153
4295,1.02,5-Ideal,3-H,6-VVS2,62.1,56.0,6.5,6.45,4.02,2,4506.192673412539
4296,0.71,5-Ideal,7-D,3-SI1,62.4,57.0,5.69,5.72,3.56,6,2880.947711857767
4297,1.51,5-Ideal,2-I,3-SI1,62.2,56.0,7.36,7.27,4.55,1,4912.503913801233
4298,0.41,5-Ideal,6-E,5-VS1,62.0,55.0,4.77,4.74,2.95,5,3287.25895224646
4299,0.7,4-Premium,6-E,2-SI2,59.8,61.0,5.76,5.74,3.44,5,3287.25895224646
4300,0.39,4-Premium,5-F,7-VVS1,59.7,58.0,4.75,4.73,2.83,4,3693.570192635153
4301,0.71,5-Ideal,6-E,2-SI2,62.7,56.0,5.68,5.71,3.57,5,3287.25895224646
4302,0.31,5-Ideal,4-G,3-SI1,61.2,56.0,4.37,4.39,2.68,3,4099.881433023846
4303,0.5,4-Premium,4-G,2-SI2,60.7,57.0,5.15,5.07,3.1,3,4099.881433023846
4304,0.51,5-Ideal,5-F,5-VS1,62.5,55.0,5.08,5.13,3.19,4,3693.570192635153
4305,0.36,4-Premium,5-F,4-VS2,60.5,60.0,4.61,4.55,2.77,4,3693.570192635153
4306,1.15,4-Premium,4-G,5-VS1,63.0,60.0,6.68,6.6,4.18,3,4099.881433023846
4307,0.71,5-Ideal,1-J,5-VS1,62.3,55.0,5.7,5.73,3.56,0,5318.815154189925
4308,0.4,4-Premium,6-E,8-IF,61.3,58.0,4.77,4.73,2.91,5,3287.25895224646
4309,0.51,5-Ideal,6-E,3-SI1,61.7,56.0,5.13,5.17,3.18,5,3287.25895224646
4310,0.71,2-Good,4-G,4-VS2,64.0,55.0,5.65,5.67,3.62,3,4099.881433023846
4311,1.09,4-Premium,5-F,3-SI1,62.7,58.0,6.56,6.51,4.1,4,3693.570192635153
4312,2.14,5-Ideal,3-H,2-SI2,61.9,57.0,8.34,8.28,5.14,2,4506.192673412539
4313,1.29,5-Ideal,5-F,5-VS1,60.7,57.0,7.08,7.05,4.29,4,3693.570192635153
4314,1.03,5-Ideal,5-F,3-SI1,61.3,57.0,6.58,6.51,4.01,4,3693.570192635153
4315,0.36,5-Ideal,6-E,5-VS1,61.6,57.0,4.54,4.58,2.81,5,3287.25895224646
4316,0.31,5-Ideal,2-I,8-IF,61.3,57.0,4.4,4.34,2.68,1,4912.503913801233
4317,0.41,4-Premium,2-I,7-VVS1,61.9,57.0,4.82,4.78,2.97,1,4912.503913801233
4318,0.31,5-Ideal,7-D,3-SI1,62.4,56.0,4.33,4.35,2.71,6,2880.947711857767
4319,1.56,2-Good,1-J,4-VS2,62.3,64.0,7.41,7.36,4.6,0,5318.815154189925
4320,0.3,5-Ideal,7-D,4-VS2,61.0,55.0,4.38,4.34,2.66,6,2880.947711857767
4321,1.51,4-Premium,3-H,3-SI1,61.2,60.0,7.46,7.37,4.54,2,4506.192673412539
4322,0.74,4-Premium,5-F,2-SI2,59.6,58.0,5.91,5.87,3.51,4,3693.570192635153
4323,0.4,2-Good,4-G,4-VS2,62.8,54.4,4.67,4.7,2.94,3,4099.881433023846
4324,0.82,4-Premium,4-G,2-SI2,60.7,61.0,6.01,5.98,3.64,3,4099.881433023846
4325,1.2,5-Ideal,3-H,2-SI2,61.0,57.0,6.9,6.84,4.19,2,4506.192673412539
4326,0.9,2-Good,5-F,4-VS2,63.3,57.0,6.04,6.09,3.84,4,3693.570192635153
4327,0.33,4-Premium,6-E,4-VS2,61.1,59.0,4.49,4.45,2.73,5,3287.25895224646
4328,0.31,5-Ideal,5-F,4-VS2,61.9,54.0,4.38,4.35,2.7,4,3693.570192635153
4329,0.91,3-Very Good,5-F,4-VS2,62.1,58.0,6.19,6.24,3.86,4,3693.570192635153
4330,1.11,3-Very Good,4-G,2-SI2,63.2,56.0,6.61,6.56,4.16,3,4099.881433023846
4331,0.31,4-Premium,3-H,6-VVS2,60.6,60.0,4.34,4.38,2.64,2,4506.192673412539
4332,1.25,4-Premium,3-H,2-SI2,60.5,61.0,6.97,6.91,4.2,2,4506.192673412539
4333,0.4,3-Very Good,5-F,2-SI2,62.6,53.0,4.7,4.75,2.96,4,3693.570192635153
4334,1.53,4-Premium,6-E,2-SI2,58.9,59.0,7.63,7.55,4.47,5,3287.25895224646
4335,1.0,2-Good,5-F,2-SI2,60.2,65.0,6.38,6.41,3.85,4,3693.570192635153
